id,text
9435865,"<h1>Integrating a Product Page into a Website</h1> <p class=""no-margin"">When you publish a <b>Product Page</b> in Zipify Pages, what you're actually doing is publishing a Shopify <b>Product Page Template</b> for the product(s) you've selected. Once you publish it, it will be the product page for said product.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">It's recommended to leave a review to help the team and boost morale. If you need further assistance, feel free to reach out!</p>
<p class=""no-margin""></p>
<p class=""no-margin""><a href=""https://apps.shopify.com/zipifypages#modal-show=ReviewListingModal"" target=""_blank"" class=""intercom-content-link"">Leave a review for Zipify Pages</a></p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://master-of-code-global-e5b5f9b73a74.intercom-attachments-1.com/i/o/1073785253/d83ebc8c463d3550c4f33ac0/1f64f%402x.png?expires=1719475200&amp;signature=b7be980467330341e0a64e60f38f340d4b7669fa61310d7f8b6b3f34519c134e""></div>"
9435890,"<h1>Product availability</h1> <p class=""no-margin"">In order for your products to be available to use in the Buy Box blocks in ZP or it has to be visible to the <b>Online Store</b> sales channel. There is somewhat of a workaround for this if you don't want this product to be accessible on the storefront. You can implement steps 1-3 below, depending on how well you want the product ""hidden"".</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Refer to this Shopify help guide: <a href=""https://help.shopify.com/themes/customization/collections/change-catalog-page"" target=""_blank"" class=""intercom-content-link"">Change Catalog Page</a> to create a collection to control your catalog page and exclude specific products.</p>
</li>
<li>
<p class=""no-margin"">Hide the product from store search using the information in <a href=""https://community.shopify.com/c/technical-q-a/does-anyone-know-how-to-hide-certain-products-from-search-bar-in/td-p/1292089?utm_source=gurucopy&amp;utm_medium=link&amp;utm_campaign=Gurus"" target=""_blank"" class=""intercom-content-link"">this article</a>.</p>
</li>
<li>
<p class=""no-margin"">Prevent the product page from being listed on search engines like Google by following the steps in <a href=""https://help.shopify.com/en/manual/promoting-marketing/seo/hide-a-page-from-search-engines"" target=""_blank"" class=""intercom-content-link"">this Shopify help article</a>.</p>
</li>
</ol><p class=""no-margin"">By following these steps, you can restrict the cross-sell item to one Zipify landing page and control its visibility on your website.</p>"
943929901,"<h1>Dashboard [Zipify Pages]</h1> <p class=""no-margin"">The Zipify Pages ""<b>Dashboard</b>"" is the <b>Home</b> of the Zipify Pages app!</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><a href=""https://downloads.intercomcdn.com/i/o/646892393/c585a55128e19557da363853/image.png?expires=1717747200&amp;signature=0c47c6ef7fdb639f673ef75383898d5291a9be1d37a810181ff538d56d8a605a"" target=""_blank""><img src=""https://downloads.intercomcdn.com/i/o/646892393/c585a55128e19557da363853/image.png?expires=1719475200&amp;signature=809d822ac64e5dff63b393e72edbd687f3e0c21a16375e2b240fe3e1890609bd""/></a></div>"
943929902,"<h1>Dashboard [Zipify Pages]</h1> <h1 id=""h_b0a0009842"">Create New Page</h1>
<p class=""no-margin"">At the top of the Dashboard is the option to ""<b>Create New Page</b>"" where you can quickly and easily create any new page type (<b>Landing Page / Product Page / Home Page / Blog Post</b>) available in the app:</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><a href=""https://downloads.intercomcdn.com/i/o/646893068/f754bf12c13f924f96c8f6e4/image.png?expires=1717747200&amp;signature=5a2063c8b244247f2115d43a1065e19d7e73bc982b05c6ff3394be16afa9084b"" target=""_blank""><img src=""https://downloads.intercomcdn.com/i/o/646893068/f754bf12c13f924f96c8f6e4/image.png?expires=1719475200&amp;signature=4de0e166fccfb09b6e2cdd656db9c4189620681fbb6df540c7e25fef2ab82f37""/></a></div><p class=""no-margin"">More details on creating and managing each different page type can be found in our help articles below:</p>
<p class=""no-margin""></p>
<ul>
<li>
<p class=""no-margin""><b><a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/3336346-3-zipify-pages-creating-a-new-home-page"" target=""_blank"">Home Pages</a></b></p>
</li>
<li>
<p class=""no-margin""><b><a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/3336047-3-zipify-pages-creating-a-new-landing-page"" target=""_blank"">Landing Pages</a></b></p>
</li>
<li>
<p class=""no-margin""><b><a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/4196323-4-zipify-pages-creating-a-new-product-page-layout"" target=""_blank"">Product Pages</a></b></p>
</li>
<li>
<p class=""no-margin""><b><a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/3341610-zipify-pages-the-blog-feature"" target=""_blank"">Blog / Blog Posts</a></b></p>
</li>
</ul>"
943929903,"<h1>Dashboard [Zipify Pages]</h1> <h1 id=""h_6bd56078a7"">Welcome Video</h1>
<p class=""no-margin"">Below is a short <b>Welcome Video</b> with high-level information about how the app works on your store and how you can start using it!</p>
<p class=""no-margin""></p>
<p class=""no-margin""></p>
<p class=""no-margin""></p>
<p class=""no-margin""></p>
<div class=""intercom-h2b-video""><iframe allowfullscreen="""" frameborder=""0"" mozallowfullscreen="""" src=""https://fast.wistia.net/embed/iframe/937p05axmf"" webkitallowfullscreen=""""></iframe></div>"
943929904,"<h1>Dashboard [Zipify Pages]</h1> <h1 id=""h_caba3a36f5"">Recent Pages</h1>
<p class=""no-margin"">In the ""<b>Recent Pages</b>"" section, your <b>5 most recently edited and/or published</b> pages will be listed. You can click on the <b>page name</b> to edit the page or on the 👁️ button to view the published page:</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><a href=""https://downloads.intercomcdn.com/i/o/646895392/9d3d9c4555d4b296c44392c5/image.png?expires=1717747200&amp;signature=631a095a41e09d0b7ed0f13c2755cf235b0507da38527a87d9a05d8c80fef0c6"" target=""_blank""><img src=""https://downloads.intercomcdn.com/i/o/646895392/9d3d9c4555d4b296c44392c5/image.png?expires=1719475200&amp;signature=1bfeb35923dcf0b9c9817efa8d579c7b9f5ed28b42ba3200045a3abe23f224e6""/></a></div>"
943929905,"<h1>Dashboard [Zipify Pages]</h1> <h1 id=""h_1f9d4447ee"">Pages That Need Your Attention</h1>
<p class=""no-margin"">The ""<b>Pages That Need Your Attention"" </b>section will list any pages which may require your attention:</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><a href=""https://downloads.intercomcdn.com/i/o/300373122/9453163397097da2d76f0b23/image.png?expires=1717747200&amp;signature=d6ed4a8a8f929ad0001c34f6777d759956e7c2551503197a94bc6037d5706597"" target=""_blank""><img src=""https://downloads.intercomcdn.com/i/o/300373122/9453163397097da2d76f0b23/image.png?expires=1719475200&amp;signature=d7509ba7b1964acc99906aa0fc0c885e576f64da9412bcda7b257449e56fd351""/></a></div><p class=""no-margin"">There are three cases where a page status will show as ""<b>Fix Me</b>"":</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">A product on the page added via a Buy Box is <b>removed</b> from the store.</p>
</li>
<li>
<p class=""no-margin"">A product on the page added via a Buy Box is set to <b>""Draft""</b> to the Online Store sales channel.</p>
</li>
<li>
<p class=""no-margin"">The page handle for a product on the page added via a Buy Box has <b>changed</b>.</p>
</li>
</ol><p class=""no-margin"">To fix the ""<b>Fix Me</b>"" status for a page, first, try clicking the ""<b>Update</b>"" button in the page editor. If that doesn't resolve it, <b>re-select a new product within the Buy Box block(s)</b> and then click the ""<b>Update</b>"" button. If you use the ""<b>Cross-Sell</b>"" section in your Buy Box, check there as well as the product featured as the cross-sell may have been removed from your store or set to ""Draft"" status for the Online Store sales channel.</p>
<p class=""no-margin""></p>
"
943929906,"<h1>Dashboard [Zipify Pages]</h1> <h1 id=""h_52ebc346c0"">Get the Most out of Zipify Pages</h1>
<p class=""no-margin"">The ""<b>Get the Most out of Zipify Pages</b>"" section has helpful information and recommendations to follow to get the most out of the app such as:</p>
<p class=""no-margin""></p>
<ul>
<li>
<p class=""no-margin""><b>Connecting Zipify Analytics</b> account for Statistics and Split Testing</p>
</li>
<li>
<p class=""no-margin""><b>Connecting a supported CRM/ESP</b> system for use with our built-in opt-in forms</p>
</li>
</ul><div class=""intercom-container""><a href=""https://downloads.intercomcdn.com/i/o/833363540/0f2e873f821229c254d86ad2/image.png?expires=1717747200&amp;signature=c4533e2df926039109b70c1d581e469de6895a1c9659ca5ad85942caebce0489"" target=""_blank""><img src=""https://downloads.intercomcdn.com/i/o/833363540/0f2e873f821229c254d86ad2/image.png?expires=1719475200&amp;signature=d21d54904cdfce4ad89e1c9421161e458dd925b7444a98b2b2603b6328e9620e""/></a></div>"
943929907,"<h1>Dashboard [Zipify Pages]</h1> <h1 id=""h_6c3d11a238"">Free Videos</h1>
<p class=""no-margin"">In the<b> ""Free Videos: How To Make More Money with Zipify"" </b>section, you can browse our catalog of Zipify Pages <b>case study</b> videos, <b>feature update</b> videos, <b>blog post</b> videos, and more! All added to help you increase your knowledge about Zipify Pages and how it can help you make more money on your Shopify store:</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><a href=""https://downloads.intercomcdn.com/i/o/300377682/f19bba3d74161944f9bef6cf/2021-02-15_10-16-11.gif?expires=1717747200&amp;signature=f2c63db7eb72311c925737134eb5e5a4f0de8b713b9974010208fd234155ed85"" target=""_blank""><img src=""https://downloads.intercomcdn.com/i/o/300377682/f19bba3d74161944f9bef6cf/2021-02-15_10-16-11.gif?expires=1719475200&amp;signature=67e4eb5ef91bcb1648f8c7a03895cafb37030f25dea71166b64826d4d0d4ca30""/></a></div>"
943929908,"<h1>Dashboard [Zipify Pages]</h1> <h1 id=""h_29fc5015a4"">Featured Articles</h1>
<p class=""no-margin"">The ""<b>Featured Articles"" </b>section will list a few of the many helpful articles we feature on our <b>Blog</b> at <b><a class=""intercom-content-link"" href=""https://zipify.com/category/most-recent/"" target=""_blank"">Zipify.com</a></b></p>
<p class=""no-margin""></p>
<div class=""intercom-container""><a href=""https://downloads.intercomcdn.com/i/o/300378476/ace95caa174f9d48579c3b26/image.png?expires=1717747200&amp;signature=a24b715a88e0943cffe0833d32d7597824f247dcd461ac8e51a07cedff9a73dc"" target=""_blank""><img src=""https://downloads.intercomcdn.com/i/o/300378476/ace95caa174f9d48579c3b26/image.png?expires=1719475200&amp;signature=9a151169fb1176db374f65fa584afbb9eeff1015d488fcbc8e8d7b1141bf6cda""/></a></div>"
943929909,"<h1>Dashboard [Zipify Pages]</h1> <h1 id=""h_3bd014358b"">Need Help?  </h1>
<p class=""no-margin""></p>
<p class=""no-margin""></p>
<p class=""no-margin"">If you need help with anything, we have resources available for you!</p>
<p class=""no-margin""></p>
<ul>
<li>
<p class=""no-margin"">Click the <b>Help Center</b> icon to be taken to our <b><a class=""intercom-content-link"" href=""https://help.zipify.com/en/collections/130679-zipify-pages-tutorials-documentation"" target=""_blank"">Zipify Pages help center</a></b> and supporting documentation.</p>
</li>
<li>
<p class=""no-margin"">Click the <b>blue chat bubble</b> in the bottom-right of your screen to chat with one of our amazing support agents!</p>
</li>
<li>
<p class=""no-margin"">View our <b><a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/3416156-zipify-pages-faq"" target=""_blank"">Frequently Asked Questions help article</a></b> for quick answers to commonly asked questions.</p>
</li>
</ul><p class=""no-margin"">If you need help with anything at all, please don't hesitate to reach out to us in support chat:</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><a href=""https://downloads.intercomcdn.com/i/o/300379706/21d6eb0992011c94b8cceeef/image.png?expires=1717747200&amp;signature=08191a67e38384fabd2b5bcc6dc6c09c75a8effb04794b8a2283c17bebd63359"" target=""_blank""><img src=""https://downloads.intercomcdn.com/i/o/300379706/21d6eb0992011c94b8cceeef/image.png?expires=1719475200&amp;signature=d5965d48632973424a88adcfd9776bf7c65c9c59f6e221cacbb230b825b88855""/></a></div>"
9435906,"<h1>How to Troubleshoot UTM Tracking Parameters Not Passing to Contact Profiles</h1> <h1 id=""h_c88372aa39"">Troubleshooting UTM Tracking Parameters</h1>
<p class=""no-margin"">If UTM parameters are not passing to contact profiles, ensure the correct list is selected in CRM settings. Test in Incognito mode after updating the page. Verify UTM parameters in Klaviyo's 'Custom parameters' section for successful tracking.</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/1038998075/69de4745fbdc6d437fc6b65b/image.png?expires=1719475200&amp;signature=6e11b35cd1612f897286d7b80d6a6298fc2cd07429d00ce3bb0d0031caafd859""></div><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/1038999615/7832988affd03a107c08d23b/image.png?expires=1719475200&amp;signature=7f8d8c90573034498495bea360f000a237639dbe3637a1965c44e333ab100480""></div>"
9435913,"<h1>How to Display Compare at Price and Your Price in Product Blocks</h1> <p class=""no-margin"">To display the ""Compare At Price"" and ""Price"" in product blocks, you need to follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Click on the ""Product"" section element.</p>
</li>
<li>
<p class=""no-margin"">Click on the ""Add Product"" button in the sidebar to choose the product you want to use.</p>
</li>
<li>
<p class=""no-margin"">Once a product is selected, in the ""Product"" tab of the sidebar, you can set the ""Product Discount"" type from the dropdown menu. There are 6 Discount options available:</p>
</li>
<li>
<p class=""no-margin"">None: No discount will be shown.</p>
</li>
<li>
<p class=""no-margin"">Percent (Dynamic): Show a % based discount which auto-applies at Checkout.</p>
</li>
<li>
<p class=""no-margin"">Fixed (Dynamic): Show a $ based discount which auto-applies at Checkout.</p>
</li>
<li>
<p class=""no-margin"">Compare At Price: Show the product's ""Compare at price"" pulled from Shopify. Make sure the compare at price is higher than the price, otherwise it won't show.</p>
</li>
<li>
<p class=""no-margin"">Percent (Static): Show a % based discount. No discount auto-applies at Checkout.</p>
</li>
<li>
<p class=""no-margin"">Fixed (Static): Show a $ based discount. No discount auto-applies at Checkout.</p>
</li>
<li>
<p class=""no-margin"">Set the ""Default Product Quantity"" you'd like used for the product.</p>
</li>
<li>
<p class=""no-margin"">Access ""Layout"" options for the product element, including Vertical Alignment (Top/Middle/Bottom) and two different Layout options.</p>
</li>
</ol><p class=""no-margin"">By following these steps, you can display the ""Compare At Price"" and ""Price"" in product blocks.</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/982927627/e42e3d99266ac492b8983722/image.png?expires=1719475200&amp;signature=3836208fccc3af6e4842d97b8bed93e172655d49497c4f92ad6bdcc0e708720d"" alt=""Product""></div>"
9435880,"<h1>How to Edit Page Separately for Phone and Desktop Versions</h1> <p class=""no-margin"">To edit a page separately for phone and desktop versions, you can follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Click on the desired icon at the top of the builder or on the ""Edit on"" icon in the left sidebar menu available for each section, row, column, and element to switch to Tablet or Mobile edit modes.</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/901857060/821644912e8bb283b4bbc65c/image.png?expires=1719475200&amp;signature=9e7b269b117adea6fb125def06b247163bffad798fc508cce217e7be8170a89b"" alt=""Image""></div>
</li>
<li>
<p class=""no-margin"">Once in Tablet or Mobile edit modes, you can adjust the appearance of elements on each device type independently. Main settings for elements are available in Desktop edit mode only.</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/901859831/d385cd8f33b58ebe2434551a/image.png?expires=1719475200&amp;signature=bf4c701ac9fafa532336fa7679c5750bb2bd614c42a8cef01b1a06ddf6ec723e"" alt=""Image""></div>
</li>
</ol><p class=""no-margin"">By following these steps, you can customize and optimize the appearance of your page sections and elements for both phone and desktop versions independently.</p>"
9435864,"<h1>How to adjust video size on a webpage</h1> <p class=""no-margin"">To adjust the video size on a webpage using Zipify, you can follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin""><b>Video Settings &amp; Styles</b>:</p>
</li>
<li>
<p class=""no-margin"">Click on the ""Size"" tab in the sidebar of the builder.</p>
</li>
<li>
<p class=""no-margin"">You can edit the video's size with available presets of S/M/L/XL or use the slider to make a Custom size instead.</p>
</li>
<li>
<p class=""no-margin"">You can also set the Max Width for the video on the page. Presets of None/S/M/L/XL are provided, or you can set a Custom size in pixels.</p>
</li>
<li>
<p class=""no-margin"">Adjust the Aspect Ratio to define the proportional relationship between the width and height of the video frame. Common presets like 1:1 (square), 2:3 (vertical), 4:3 (classic TV), and 16:9 (landscape) are available.</p>
</li>
</ol><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/782201927/0eef6651ab1f8c438fce6f8e/image.png?expires=1719475200&amp;signature=7754e9c9532e5534531df9727676760ca32f83b6f12298d99b4e9deabb0974cb"" alt=""Image""></div><ol>
<li>
<p class=""no-margin""><b>Adding Video Player Parameters to a YouTube Video</b>:</p>
</li>
<li>
<p class=""no-margin"">If you are embedding a YouTube video, you can add parameters like auto-play, mute, loop, etc., to adjust the video behavior.</p>
</li>
<li>
<p class=""no-margin"">Information about YouTube player parameters can be found <a href=""https://developers.google.com/youtube/player_parameters"" target=""_blank"" class=""intercom-content-link"">here</a>.</p>
</li>
<li>
<p class=""no-margin""><b>Media - Display an Image or Video in a lightbox popup</b>:</p>
</li>
<li>
<p class=""no-margin"">You can display an image or video in a lightbox popup by adding the desired media and configuring its display settings.</p>
</li>
</ol><p class=""no-margin"">Remember to copy your modified embed code and paste it into the Video element in Zipify Pages to apply the changes.</p>"
9435894,"<h1>How to Adjust the Width of an HTML Box</h1> <p class=""no-margin"">The size of the HTML block in your website can be adjusted by enabling the full width or max width options. If the box appears small, consider adding more content or moving elements within the box to make it appear larger.</p>"
9435895,"<h1>How to Adjust the Width of an HTML Box</h1> <p class=""no-margin"">To adjust the width of an HTML box, you can follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Set the ""Image Size"" setting to 100%</p>
</li>
<li>
<p class=""no-margin"">Set the ""Max Width"" setting to None</p>
</li>
<li>
<p class=""no-margin"">Toggle on the ""Full Width"" option in the Section Appearance setting's Layout tab</p>
</li>
<li>
<p class=""no-margin"">Set the left/right padding values to 0 on all device types where the image should be full width</p>
</li>
</ol><p class=""no-margin"">Here is an example of how to adjust the width of an HTML box using the provided images:</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/793123450/47118bd0e4e51df59f83a974/image.png?expires=1719475200&amp;signature=b30f3f5ea9fccee7ef81b35c3fecc1e13484dcd0bd457aa48cbc393c5546683f"" alt=""Image""></div><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/906773039/2a3659b15cb105c58d00c642/image.png?expires=1719475200&amp;signature=85831bd0acda3daa9e2f37981d0bfa9b2f48c09d5b00a6b40fc48665361f5640"" alt=""Image""></div><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/906774578/6a6ddfd83082b91c9846c2d1/image.png?expires=1719475200&amp;signature=3b53a3878fc03b7a2b4dcebacab34a93d989c3ae88b295df2821f87852628555"" alt=""Image""></div><p class=""no-margin"">By following these steps, you can ensure that your HTML box appears at the desired width on your webpage.</p>"
9435912,"<h1>How to Display Compare at Price and Your Price in Product Blocks</h1> <p class=""no-margin"">To display the compare at price and your price in product blocks, follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">Select the compare-at-price option in the sidebar settings.</p>
</li>
<li>
<p class=""no-margin"">If the your price label is missing, replace the element with a new one.</p>
</li>
</ol><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/1039014172/e1fcb5dc245c1896a8ebad3c/910495d9-5e7d-4496-b2fa-81150dfd2140?expires=1719475200&amp;signature=43f321191187eb37a3c26eaec7a2f3d4356a411c72ae6c3c9fef34935297ad46""></div>"
943586001,"<h1>How to Set Up Navigation and Footer in Zipify Pages</h1> <p class=""no-margin"">To set up the Navigation and Footer in Zipify Pages, follow these steps:</p>
<p class=""no-margin""></p>
"
943586002,"<h1>How to Set Up Navigation and Footer in Zipify Pages</h1> <h1 id=""h_37cb45ac42"">Navigation:</h1>
<ol>
<li>
<p class=""no-margin""><b>Edit Navigation Menu:</b> To point to the new landing page URL, edit your Navigation Menu(s) in the Shopify admin. You can do this by <a class=""intercom-content-link"" href=""https://help.shopify.com/en/manual/online-store/os/menus-and-links/editing-menus"" target=""_blank"">editing your Navigation Menu(s)</a>.</p>
</li>
<li>
<p class=""no-margin""><b>Direct Linking:</b> You can also directly link to the landing page in email/social/ad campaigns to make it accessible to visitors and customers.</p>
</li>
</ol>"
943586003,"<h1>How to Set Up Navigation and Footer in Zipify Pages</h1> <h1 id=""h_1746578da2"">Footer:</h1>
<ol>
<li>
<p class=""no-margin""><b>Page Settings:</b> In the Page Settings tab, you can set the Header and Footer settings for the page.</p>
</li>
<li>
<p class=""no-margin"">Enable the ""Use theme header/footer"" feature to pull in your store Theme's header and footer to the page. Placeholder images will be shown in the page builder, and your actual Theme header/footer will be used on the published page version only. <a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/3336365-use-theme-header-footer-zipify-pages"" target=""_blank"">More details here</a>.</p>
</li>
<li>
<p class=""no-margin"">You can also enable ""Use my Global Header"" and ""Use my Global Footer"" to use your configured Global Header and Footer from the Zipify Pages app.</p>
</li>
<li>
<p class=""no-margin"">Enabling ""Enable fixed layout"" will constrain page sections to a predetermined max width for Desktop/Tablet views.</p>
</li>
<li>
<p class=""no-margin""><b>Background Settings:</b> Adjust the page's background settings, including Color and Image. You can set a custom color or add a background image from the <a class=""intercom-content-link"" href=""https://help.zipify.com/en/articles/2612447-the-image-library-zipify-pages"" target=""_blank"">Image Library</a>.</p>
</li>
<li>
<p class=""no-margin""><b>General Settings:</b> Set the timezone for countdown timer elements and enable the ""Scroll To Top Button"" widget.</p>
</li>
<li>
<p class=""no-margin""><b>Save Page as a Template:</b> Click this button to save the current page as a Template for future use.</p>
</li>
</ol><p class=""no-margin"">By following these steps, you can effectively set up the Navigation and Footer in Zipify Pages.</p>"
9435862,"<h1>How does partial customization of a PDP work versus the fully customized PDP through Zipify?</h1> <p class=""no-margin"">With partial customization of a Product Detail Page (PDP) through Zipify, you can customize Product Pages (/products) by adding different Zipify Pages sections into your Theme's existing product page layout structure. Your Theme's Header, Footer, and Buy Box section are required to be used. This option allows you to assign the customization to one product at a time. The Buy Box section from the product page template assigned to the product will be used, along with your Theme's Header and Footer. New Zipify Pages sections can be added either above or below the ""Product Section Placeholder"" section.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">On the other hand, with fully customized PDP through Zipify, you have the option of full customization. This allows you to completely replace the default Product Page (/products) content with Zipify Pages Sections. No section from your Theme is required to be used, although you can enable the ""Theme Header/Footer"" option if desired. This option can be assigned to one or multiple products (Advanced plan only). When using full customization, two assets are created during the publishing of a Product page: a Template file and a Section file. JSON markup is recorded in the Template file, and HTML template content is recorded in the Section file.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">In summary, partial customization integrates Zipify Pages sections into your existing product page layout structure, while full customization completely replaces the default product page content with Zipify Pages Sections.</p>"
9435867,"<h1>check it out on live view. There's all this white space above and below each picture</h1> <p class=""no-margin"">Hi [PERSON],</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Thank you for contacting Zipify support!<br>Please bear with me here, I'm taking a look at the page now.</p>"
9435842,"<h1>How to Change Meta Title and URL for a Landing Page</h1> <p class=""no-margin"">To change the Meta Title and URL for a Landing Page, you can follow these steps:</p>
<ol><li>
<p class=""no-margin"">Go to the <b>General</b> tab in the Page Builder interface.</p>
</li></ol><div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/890906795/b01d6ac25c02b6c73fb88435/image.png?expires=1719475200&amp;signature=1eb28e90a3e41105f2872a3dc532353a8ba324cb6b3b8feb7fd165dba8b27ef1"" alt=""General Tab""></div><ol>
<li>
<p class=""no-margin"">Update the following information:</p>
</li>
<li>
<p class=""no-margin""><b>Meta Title</b>: Enter a descriptive title for the page.</p>
</li>
<li>
<p class=""no-margin""><b>URL and Handle</b>: Adjust the page handle to determine the URL of the page.</p>
</li>
<li>
<p class=""no-margin"">Click the <b>Update</b> button to save your changes.</p>
</li>
</ol><p class=""no-margin"">Remember, the Meta Title is used for the HTML <code>&lt;title&gt;</code> tag and the URL and Handle determine the page's URL.</p>"
9435863,"<h1>How to adjust video size on a webpage</h1> <p class=""no-margin"">You can change the size and aspect ratio of a video on a webpage by accessing the left-hand menu. Here is a visual guide to help you with the process:<br>​</p>
<p class=""no-margin""></p>
<div class=""intercom-container""><img src=""https://downloads.intercomcdn.com/i/o/782199539/da5e19617bbcadf8fdf4ec6a/image.png?expires=1719475200&amp;signature=208f143a3ddf41963675cdc843ce5cfd8710d070a8e45adcfe42950a38a5b354""></div>"
9435874,"<h1>Do I need to create new API keys in Klaviyo for Zipify integrations?</h1> <p class=""no-margin"">From our end, The CRM form should work properly. We updated the API version a week ago.</p>
<p class=""no-margin""></p>
<p class=""no-margin"">Could you provide any of the text that was sent to you by [PERSON]?</p>"
9435882,"<h1>How to Ensure UTM Parameters Pass to Klaviyo Profile from Zipify Pages</h1> <p class=""no-margin"">To ensure UTM parameters pass to Klaviyo profile from Zipify Pages, you can follow these steps:</p>
<p class=""no-margin""></p>
<ol>
<li>
<p class=""no-margin"">First, make sure you have implemented the necessary information and code from Klaviyo's guide to your Shopify store for ""Active on Site"" tracking. You can find the guide <a href=""https://help.klaviyo.com/hc/en-us/articles/360020342232"" target=""_blank"" class=""intercom-content-link"">here</a>.</p>
</li>
<li>
<p class=""no-margin"">Next, implement the ""Added to Cart"" event code within your Theme as described in <a href=""https://help.klaviyo.com/hc/en-us/articles/115001396711"" target=""_blank"" class=""intercom-content-link"">this article</a>.</p>
</li>
<li>
<p class=""no-margin"">To have Klaviyo's ""Viewed Product"" and ""Added to Cart"" events fire for products featured in Buy Boxes on your Zipify Pages, you need to follow the steps provided in the documentation.</p>
</li>
<li>
<p class=""no-margin"">Ensure that a ""Cart"" destination is used for the Buy Box button to have the ""Added to Cart"" event fire correctly.</p>
</li>
<li>
<p class=""no-margin"">Copy the necessary code provided in the documentation and paste it between the <code>&lt;zp_product_footer_integration&gt;</code> integration tags within each Buy Box snippet file where needed.</p>
</li>
<li>
<p class=""no-margin"">Save each file after adding the code. Repeat the process for the remaining Buy Box snippet files if needed.</p>
</li>
<li>
<p class=""no-margin"">If you have enabled Customer Accounts for your store, add the extra script provided in the documentation to the <code>theme.zipifypages.liquid</code> file to identify your customers with the email they use to log in to your store.</p>
</li>
</ol><p class=""no-margin"">Remember to follow these steps to ensure that UTM parameters pass to Klaviyo profile from Zipify Pages effectively.</p>"
